,label,stimuli,S1U1,S2U1,S3U1,S3U2,S4U1,S4U2,S4U3
49,1,DatExt,"[0.25329999999985375, 0.41289999999980864, 0.4701999999997497, 0.507799999999861, 0.5216999999997824, 0.5928999999996449, 0.6776999999997315, 0.9510999999997694]","[0.14059999999972206, 0.2124999999996362, 0.2518000000000029, 0.29419999999981883, 0.35869999999977153, 0.36309999999957654, 0.411200000000008, 0.4408999999996013, 0.44459999999980937, 0.5206999999995787, 0.6553999999996449, 0.6635999999998603, 0.6865999999999985, 0.7329999999997199, 0.7426999999997861, 0.7996999999995751, 0.8088999999999942, 0.8781999999996515, 0.8952999999996791, 0.9620999999997366, 0.972599999999602]","[0.009199999999964348, 0.03739999999970678, 0.2102999999997337, 0.2403999999996813, 0.3411999999998443, 0.3467999999998028, 0.38220000000001164, 0.4393000000000029, 0.5151999999998225, 0.55829999999969, 0.6245999999996457, 0.6362999999996646, 0.6554999999998472, 0.7001999999997679, 0.7329999999997199, 0.7678999999998268, 0.811399999999594, 0.8755999999998494, 0.897099999999682, 0.9091999999996005]","[0.2005999999996675, 0.6936999999998079, 0.8746999999998479]","[0.5312999999996464, 0.948399999999765]","[0.48629999999957363, 0.7988999999997759]","[0.037299999999959255, 0.12799999999970169, 0.3166999999998552, 0.5150999999996202, 0.5346999999997024, 0.8942999999999302, 0.9074999999997999, 0.9393000000000029, 0.9742999999998574]"
50,1,P9,"[0.16330000000016298, 0.1770000000001346, 0.25490000000013424, 0.3282000000001517, 0.4152000000001408, 0.6999000000000706, 0.7432000000001153, 0.7864000000001852, 0.8785000000000309, 0.8940000000000055]","[0.0421000000001186, 0.05600000000004002, 0.197400000000016, 0.21620000000007167, 0.25690000000008695, 0.2742000000000644, 0.3380000000001928, 0.6610000000000582, 0.6884000000002288, 0.7212000000001808, 0.742200000000139, 0.7672000000000025, 0.8234000000002197, 0.8321000000000822, 0.9139000000000124, 0.9173000000000684, 0.991800000000012]","[0.007400000000188811, 0.35750000000007276, 0.4468000000001666, 0.48890000000005784, 0.5348000000001321, 0.6714000000001761, 0.6916000000001077, 0.725400000000036, 0.8052000000000135, 0.8384000000000924, 0.9786000000001422]",[],"[0.11880000000019209, 0.28510000000005675]","[0.618900000000167, 0.8130000000001019, 0.9744000000000597]","[0.184800000000223, 0.23300000000017462, 0.309800000000223, 0.42630000000008295, 0.5333000000000538, 0.5886000000000422, 0.6490000000001146, 0.7958000000000993, 0.8384000000000924, 0.9178000000001703]"
51,1,P9,"[0.005100000000084037, 0.13510000000019318, 0.28449999999998, 0.3704000000000178, 0.47109999999997854, 0.6227000000001226, 0.697800000000143, 0.7494000000001506, 0.7768000000000939, 0.7963000000002012, 0.9456000000000131]","[0.07010000000013861, 0.2558000000001357, 0.3138000000001284, 0.34170000000017353, 0.3614000000000033, 0.3772000000001299, 0.4274000000000342, 0.4772000000000389, 0.5748000000000957, 0.6923000000001593, 0.7514000000001033, 0.7885000000001128, 0.8300000000001546, 0.8354000000001633, 0.8795999999999822, 0.9454000000000633]","[0.0009000000000014552, 0.10540000000014516, 0.17230000000017753, 0.2558000000001357, 0.26830000000018117, 0.3345000000001619, 0.4496000000001459, 0.5323000000000775, 0.5358000000001084, 0.5451000000000477, 0.5506000000000313, 0.5592000000001462, 0.6384000000000469, 0.6990000000000691, 0.7623000000000957, 0.8575000000000728, 0.8710000000000946]","[0.6134000000001834, 0.9256000000000313]","[0.04259999999999309, 0.15160000000014406, 0.7092999999999847]","[0.057400000000143336, 0.17350000000010368, 0.2199000000000524]","[0.12940000000003238, 0.21260000000006585, 0.2860000000000582, 0.35980000000017753, 0.48050000000012005, 0.5714000000000397, 0.5992000000001099, 0.6097000000002026, 0.623600000000124, 0.7641000000000986, 0.9385000000002037, 0.9909000000000106]"
52,1,P9,"[0.015100000000074942, 0.1955000000000382, 0.2703000000001339, 0.5270000000000437, 0.6890000000000782, 0.7562000000000353, 0.9155000000000655]","[0.035000000000081855, 0.0522000000000844, 0.07770000000004984, 0.21090000000003783, 0.22820000000001528, 0.27320000000008804, 0.2979000000000269, 0.33940000000006876, 0.38560000000006767, 0.4329000000000178, 0.5537000000001626, 0.6285000000000309, 0.6693000000000211, 0.7220000000002074, 0.7381000000000313, 0.8366000000000895, 0.8452000000002045]","[0.03280000000017935, 0.07770000000004984, 0.237400000000207, 0.2979000000000269, 0.36410000000000764, 0.404700000000048, 0.5248000000001412, 0.539600000000064, 0.6129000000000815, 0.7231000000001586, 0.7953000000002248, 0.8041000000000622, 0.8223000000000411, 0.8311000000001059, 0.9052000000001499, 0.9854000000000269, 0.9965000000001965]","[0.6955000000000382, 0.8041000000000622, 0.9343000000001211]","[0.22090000000002874, 0.5621000000001004, 0.8040000000000873]","[0.5156000000001768, 0.5919000000001233, 0.6871000000001004, 0.7686000000001059, 0.916300000000092]","[0.004200000000082582, 0.1471000000001368, 0.23730000000000473, 0.26330000000007203, 0.3867000000000189, 0.5299000000002252, 0.6256000000000768, 0.7397000000000844, 0.8222000000000662, 0.9385000000002037]"
53,1,P9,"[0.0787000000000262, 0.16679999999996653, 0.2533000000000811, 0.3427000000001499, 0.45669999999995525, 0.6953000000000884, 0.8612000000000535]","[0.024800000000141154, 0.1407000000001517, 0.18070000000011532, 0.1994999999999436, 0.3160000000000309, 0.3993000000000393, 0.46410000000014406, 0.5131000000001222, 0.6067000000000462, 0.7359000000001288, 0.7759000000000924, 0.779700000000048, 0.8072999999999411, 0.8287000000000262, 0.8548000000000684, 0.8636000000001332, 0.9483000000000175, 0.9664999999999964]","[0.0026000000000294676, 0.018600000000105865, 0.021500000000060027, 0.2617999999999938, 0.27710000000001855, 0.4032999999999447, 0.44000000000005457, 0.6059000000000196, 0.6985999999999422, 0.7893000000001393]","[0.12990000000013424, 0.14470000000005712, 0.5801000000001295, 0.8161999999999807]","[0.3366000000000895, 0.5744999999999436, 0.8175000000001091]",[0.6779000000001361],"[0.10300000000006548, 0.16030000000000655, 0.35159999999996217, 0.42669999999998254, 0.7600999999999658, 0.8161999999999807]"
54,1,P9,"[0.07600000000002183, 0.663300000000163, 0.7140000000001692, 0.7443000000000666, 0.7606000000000677, 0.8075000000001182, 0.853800000000092, 0.8824000000001888, 0.947800000000143]","[0.03920000000016444, 0.0724999999999909, 0.0805000000000291, 0.14990000000011605, 0.25540000000000873, 0.31130000000007385, 0.3713000000000193, 0.4124000000001615, 0.4173000000000684, 0.46210000000019136, 0.47649999999998727, 0.49230000000011387, 0.5142000000000735, 0.5579000000000178, 0.5993000000000848, 0.6666999999999916, 0.7608000000000175, 0.873600000000124, 0.9279000000001361, 0.9752000000000862]","[0.16270000000008622, 0.1856000000000222, 0.22720000000003893, 0.35340000000019245, 0.38330000000019027, 0.4571000000000822, 0.5660000000000309, 0.6530999999999949, 0.7062000000000808, 0.7552000000000589, 0.8957000000000335, 0.9289000000001124, 0.9690000000000509, 0.9848000000001775]",[0.5976000000000568],"[0.32970000000000255, 0.35340000000019245, 0.7886000000000877, 0.8362000000001899]",[0.5442000000000462],"[0.33789999999999054, 0.5992000000001099, 0.6996000000001459, 0.8170000000000073, 0.962500000000091]"
55,1,P9_Ten,"[0.007700000000113505, 0.08690000000001419, 0.14000000000010004, 0.18650000000002365, 0.25030000000015207, 0.332300000000032, 0.3914999999999509, 0.6045000000001437, 0.6108000000001539, 0.7003999999999451, 0.7372000000000298, 0.7474999999999454, 0.8045999999999367, 0.9091000000000804, 0.9248000000000047]","[0.01269999999999527, 0.04009999999993852, 0.08100000000013097, 0.08629999999993743, 0.09560000000010405, 0.1914000000001579, 0.195699999999988, 0.20489999999995234, 0.21849999999994907, 0.23479999999995016, 0.2556999999999334, 0.3102000000001226, 0.33400000000006, 0.34360000000015134, 0.4189000000001215, 0.5489000000000033, 0.557700000000068, 0.580600000000004, 0.6165000000000873, 0.659900000000107, 0.7096000000001368, 0.7256999999999607, 0.8151000000000295, 0.8251000000000204]","[0.05150000000003274, 0.14440000000013242, 0.2938000000001466, 0.337099999999964, 0.3785000000000309, 0.45289999999999964, 0.599100000000135, 0.7935999999999694, 0.8058000000000902, 0.9184999999999945]","[0.28710000000000946, 0.8878999999999451]","[0.5322000000001026, 0.595299999999952]",[0.5266000000001441],"[0.14640000000008513, 0.3976999999999862, 0.4519999999999982, 0.6157000000000608, 0.648200000000088, 0.6643000000001393, 0.6849999999999454, 0.8133000000000266]"
56,1,P9_Ten,"[0.01540000000022701, 0.4398000000001048, 0.7032000000001517]","[0.040500000000065484, 0.12440000000015061, 0.1511000000000422, 0.1791000000000622, 0.18940000000020518, 0.20630000000005566, 0.22790000000009059, 0.24840000000017426, 0.27100000000018554, 0.2759000000000924, 0.27900000000022374, 0.28660000000013497, 0.2957000000001244, 0.3760000000002037, 0.43280000000004293, 0.5105000000000928, 0.574500000000171, 0.6053000000001703, 0.6767000000002099, 0.7267000000001644, 0.7325000000000728, 0.7613000000001193, 0.8742000000002008, 0.9136000000000877, 0.9484000000002197, 0.9940000000001419]","[0.09950000000003456, 0.17260000000010223, 0.21640000000002146, 0.24840000000017426, 0.2541000000001077, 0.2682000000002063, 0.29740000000015243, 0.41980000000012296, 0.42650000000003274, 0.45070000000009713, 0.46260000000006585, 0.47010000000022956, 0.7267000000001644, 0.8967000000002372, 0.9191000000000713]","[0.265400000000227, 0.34370000000012624, 0.508600000000115, 0.850800000000163]","[0.4052000000001499, 0.8260000000000218]","[0.16360000000008768, 0.908100000000104]","[0.140400000000227, 0.26320000000009713, 0.30480000000011387, 0.43000000000006366, 0.45820000000003347, 0.8458000000000538, 0.98700000000008]"
57,1,P9_Ten,"[0.05070000000023356, 0.1229000000000724, 0.32120000000008986, 0.36360000000013315, 0.4136000000000877, 0.6364000000000942, 0.6850000000001728, 0.9579000000001088]","[0.0009000000002288289, 0.18660000000022592, 0.22440000000005966, 0.25900000000001455, 0.29450000000019827, 0.5122000000001208, 0.5305000000000746, 0.5920000000000982, 0.6432000000002063, 0.6800000000000637, 0.6975000000002183, 0.7070000000001073, 0.7602000000001681, 0.7865000000001601, 0.7989000000002306, 0.9617000000000644]","[0.04510000000004766, 0.0682000000001608, 0.08700000000021646, 0.1145000000001346, 0.12100000000009459, 0.14390000000003056, 0.28110000000015134, 0.29300000000012005, 0.3061000000000149, 0.377100000000155, 0.3847000000000662, 0.39800000000013824, 0.4514000000001488, 0.5245000000002165, 0.5306000000000495, 0.5687000000000353, 0.5752000000002226, 0.5824000000002343, 0.6003000000000611, 0.6519000000000688, 0.687900000000127, 0.8574000000000979, 0.8869000000001961, 0.8914000000002034, 0.995600000000195]",[0.7824000000000524],"[0.11440000000015971, 0.18270000000006803, 0.21240000000011605, 0.4980000000000473, 0.623600000000124, 0.9128000000000611]","[0.12310000000002219, 0.5528000000001612, 0.6379000000001724]","[0.027700000000095315, 0.19470000000001164, 0.23010000000022046, 0.28100000000017644, 0.4863000000000284, 0.5014000000001033, 0.5824000000002343, 0.6279000000001815]"
58,1,P9_Ten,"[0.06100000000014916, 0.1224000000001979, 0.16230000000018663, 0.27680000000009386, 0.35180000000013933, 0.5095000000001164, 0.6104000000000269, 0.6707000000001244, 0.7498000000000502, 0.8386000000000422, 0.9917000000000371]","[0.001800000000230284, 0.019200000000182627, 0.08360000000016043, 0.15210000000001855, 0.19030000000020664, 0.21790000000009968, 0.23470000000020264, 0.26340000000004693, 0.28090000000020154, 0.4049000000002252, 0.6240000000000236, 0.762000000000171, 0.8484000000000833, 0.865500000000111, 0.8929000000000542, 0.9292000000000371, 0.9876000000001568]","[0.14240000000017972, 0.30330000000003565, 0.3727000000001226, 0.4574000000002343, 0.5106000000000677, 0.5880000000001928, 0.6479000000001633, 0.6705000000001746, 0.7393000000001848, 0.7937000000001717, 0.8369000000000142, 0.8515000000002146, 0.9490000000000691]","[0.1938000000000102, 0.5957000000000789, 0.7508000000000266, 0.877100000000155, 0.8830000000000382]","[0.010100000000193177, 0.3766000000000531, 0.40580000000022665, 0.8515000000002146, 0.9862000000000535]",[0.7021000000002005],"[0.043400000000019645, 0.055600000000140426, 0.09230000000002292, 0.14230000000020482, 0.14520000000015898, 0.1938000000000102, 0.45030000000019754, 0.6811000000000149, 0.8597000000002026]"
59,1,P9_Ten,"[0.011900000000196087, 0.26110000000016953, 0.4237000000000535, 0.4917000000000371, 0.4959000000001197, 0.5671000000002095, 0.7813000000001011, 0.8394000000000688, 0.9176000000002205]","[0.04710000000022774, 0.05830000000014479, 0.06550000000015643, 0.09170000000017353, 0.1145000000001346, 0.11770000000001346, 0.1492000000000644, 0.26350000000002183, 0.2795000000000982, 0.2859000000000833, 0.35180000000013933, 0.3564000000001215, 0.4268000000001848, 0.5079000000000633, 0.5242000000000644, 0.5288000000000466, 0.5321000000001277, 0.5398000000000138, 0.5464000000001761, 0.5908000000001721, 0.6358000000000175, 0.6695000000001983, 0.7084000000002106, 0.7466000000001713, 0.816300000000183, 0.8198000000002139, 0.8478000000002339, 0.8727000000001226, 0.9182000000000698, 0.9602000000002135]","[0.3083000000001448, 0.38780000000019754, 0.40970000000015716, 0.41590000000019245, 0.49270000000001346, 0.5964000000001306, 0.6187000000002172, 0.6655000000000655, 0.7161000000000968, 0.7368000000001302, 0.7759000000000924, 0.8035000000002128, 0.8580000000001746, 0.9182000000000698]",[0.5295000000000982],"[0.3045000000001892, 0.4778000000001157, 0.7245000000000346, 0.9501000000000204]",[0.4616000000000895],"[0.02070000000003347, 0.0523000000000593, 0.0782000000001517, 0.2874000000001615, 0.3463000000001557, 0.38830000000007203, 0.45850000000018554, 0.4697000000001026, 0.503800000000183, 0.7402000000001863, 0.8034000000000106, 0.8334000000002106, 0.8654000000001361, 0.9890000000000327]"
60,1,P9_Hund,"[0.03429999999980282, 0.18749999999954525, 0.3454999999999018, 0.7947999999996682, 0.8730999999997948]","[0.033999999999650754, 0.11689999999953216, 0.15069999999968786, 0.15599999999994907, 0.21969999999964784, 0.27529999999978827, 0.30209999999988213, 0.4983999999999469, 0.5208999999995285, 0.6372999999998683, 0.6520999999997912, 0.704899999999725, 0.7223999999996522, 0.7668999999996231, 0.8732999999997446, 0.9005999999999403, 0.9674999999997453, 0.9840999999996711]","[0.015299999999569991, 0.07179999999971187, 0.13369999999986248, 0.275199999999586, 0.34039999999959036, 0.6589999999996508, 0.7593999999999141, 0.7947999999996682, 0.8510999999998603, 0.9182999999998174, 0.959599999999682]","[0.29999999999972715, 0.32829999999967185]",[],"[0.5068999999998596, 0.7145999999997912, 0.9136999999996078]","[0.278599999999642, 0.6510999999995875, 0.9064999999995962, 0.9830999999999221]"
61,1,P9_Hund,"[0.08989999999994325, 0.16249999999990905, 0.2440999999998894, 0.26350000000002183, 0.3216000000002168, 0.49339999999983775, 0.6586999999999534]","[0.06280000000015207, 0.10840000000007421, 0.13590000000021973, 0.2496000000001004, 0.2636999999999716, 0.2907000000000153, 0.3243000000002212, 0.378400000000056, 0.3818999999998596, 0.4632000000001426, 0.5725999999999658, 0.6567000000000007, 0.6932999999999083, 0.7145999999997912, 0.7557999999999083, 0.8717999999998938, 0.8944000000001324, 0.9065999999997985, 0.9564999999997781]","[0.0706000000000131, 0.2636000000002241, 0.3351999999999862, 0.3404000000000451, 0.3791999999998552, 0.6381000000001222, 0.6480000000001382, 0.8366000000000895, 0.8944000000001324, 0.9902000000001863]",[0.2645999999999731],"[0.06430000000000291, 0.141399999999976, 0.3692000000000917, 0.7820999999999003, 0.9160999999999149]","[0.7064000000000306, 0.7310999999999694]","[0.07270000000016807, 0.2800999999999476, 0.32819999999992433, 0.38360000000011496, 0.8364999999998872]"
62,1,P9_Hund,"[0.027899999999590364, 0.18189999999958673, 0.34289999999964493, 0.5776999999998225, 0.6128999999996267, 0.9784999999997126]","[0.06459999999970023, 0.0793999999996231, 0.23389999999972133, 0.27779999999984284, 0.3816999999999098, 0.47460000000000946, 0.511199999999917, 0.5158999999998741, 0.5919999999996435, 0.6254999999996471, 0.6621000000000095, 0.8126999999999498, 0.886199999999917, 0.9381999999995969, 0.9429999999997563, 0.986699999999928]","[0.0020999999997002305, 0.08759999999983847, 0.14229999999997744, 0.453899999999976, 0.5305999999995947, 0.5432999999998174, 0.5570999999999913, 0.87079999999969]","[0.09479999999985012, 0.4558999999999287, 0.4948999999996886, 0.7195999999999003, 0.9091999999996005]","[0.8905999999997221, 0.9379999999996471]","[0.09929999999985739, 0.1938999999997577, 0.29639999999972133, 0.45699999999987995]","[0.748899999999594, 0.7934000000000196, 0.9905999999996311]"
63,1,P9_Hund,"[0.08029999999962456, 0.3599999999996726, 0.4497999999998683, 0.6965999999997621, 0.7737999999999374, 0.8515999999999622]","[0.06759999999985666, 0.1354999999998654, 0.16889999999966676, 0.17669999999998254, 0.30209999999988213, 0.3342999999999847, 0.38419999999996435, 0.4438000000000102, 0.6118999999998778, 0.6289999999999054, 0.7630999999996675, 0.7828999999996995, 0.793999999999869, 0.8865999999998166, 0.9117999999998574, 0.9202999999997701, 0.9314999999996871, 0.9639999999999418, 0.9679999999998472]","[0.10099999999965803, 0.29579999999987194, 0.45519999999987704, 0.6570999999999003, 0.6845999999995911, 0.7697999999995773, 0.8083999999998923, 0.8526999999999134, 0.8807999999999083]",[0.1859999999996944],"[0.25749999999970896, 0.27899999999999636, 0.4295999999999367]",[0.28949999999986176],"[0.1008999999999105, 0.10459999999966385, 0.1313999999997577, 0.4375, 0.5493999999998778, 0.5690999999997075, 0.6219999999998436, 0.693199999999706, 0.8984999999997854, 0.9513999999999214, 0.9846999999999753]"
64,1,P9_Hund,"[0.04179999999996653, 0.11619999999993524, 0.4560999999998785, 0.6319999999996071, 0.791899999999714, 0.9303999999997359]","[0.0009999999997489795, 0.011799999999766442, 0.028699999999844295, 0.09549999999990177, 0.1795999999999367, 0.2359999999998763, 0.2590999999997621, 0.3550999999997657, 0.3894000000000233, 0.5292999999996937, 0.6109999999998763, 0.7053999999998268, 0.7406999999998334, 0.7441999999996369, 0.788499999999658, 0.9546999999997752]","[0.07089999999971042, 0.1859999999996944, 0.4740999999999076, 0.5715999999997621, 0.6502999999997883, 0.7081999999995787, 0.93979999999965]","[0.13739999999961583, 0.4750999999996566, 0.5462999999999738, 0.5998999999997068]","[0.019499999999879947, 0.4458999999997104, 0.9051999999996951]","[0.1938999999997577, 0.3702999999995882, 0.6143999999999323, 0.7685999999998785, 0.8446999999996478]","[0.09109999999964202, 0.46809999999959473, 0.5715999999997621, 0.6237999999998465, 0.649199999999837, 0.731199999999717, 0.7567999999996573]"
65,1,P9_TenThous,"[0.18279999999958818, 0.7496999999993932, 0.8306999999995242, 0.8983999999995831, 0.9905999999996311]","[0.11979999999948632, 0.20979999999963184, 0.6023999999997613, 0.7914999999998145, 0.8744999999994434, 0.8920999999995729, 0.9508999999998196, 0.9684999999994943]","[0.04659999999967113, 0.264299999999821, 0.3495999999995547, 0.5116999999995642, 0.5546999999996842, 0.5588999999995394, 0.6008999999994558, 0.6623999999997068, 0.829899999999725, 0.9831999999996697]","[0.01419999999961874, 0.15029999999978827, 0.7636999999995169]",[0.8932999999997264],"[0.06589999999960128, 0.315799999999399]","[0.18629999999939173, 0.24349999999958527, 0.5115999999998166, 0.7607999999995627, 0.790599999999813]"
66,1,P9_TenThous,"[0.10140000000001237, 0.17619999999988067, 0.46849999999994907, 0.9182999999998174]","[0.10730000000012296, 0.11529999999993379, 0.15790000000015425, 0.16679999999996653, 0.2674000000001797, 0.3951999999999316, 0.688799999999901, 0.799199999999928, 0.8501000000001113, 0.9540000000001783]","[0.0018000000000029104, 0.014500000000225555, 0.07340000000021973, 0.09389999999984866, 0.23030000000017026, 0.3445999999999003, 0.4016999999998916, 0.49519999999984066, 0.5016000000000531, 0.5484000000001288, 0.5808999999999287, 0.7296999999998661, 0.7341999999998734, 0.8200000000001637]","[0.0079000000000633, 0.20269999999982247, 0.5437999999999192]","[0.3243999999999687, 0.3841000000002168, 0.5122999999998683]",[0.7707000000000335],"[0.10309999999981301, 0.291700000000219, 0.4016999999998916, 0.46860000000015134, 0.6793999999999869]"
67,1,P9_TenThous,"[0.020799999999780994, 0.23900000000003274, 0.38859999999976935, 0.4807999999998174, 0.6900999999998021, 0.7570999999998094, 0.8987999999999374]","[0.04809999999997672, 0.17709999999988213, 0.18489999999974316, 0.3237999999996646, 0.3654999999998836, 0.38209999999980937, 0.4341999999996915, 0.47460000000000946, 0.5564999999996871, 0.5650999999998021, 0.599999999999909, 0.7075999999997293, 0.835399999999936, 0.8791999999998552, 0.9346999999997934, 0.9544999999998254]","[0.0874999999996362, 0.1048000000000684, 0.19090000000005602, 0.21549999999979264, 0.37019999999984066, 0.3775999999998021, 0.3917999999998756, 0.4209000000000742, 0.49969999999984793, 0.5025999999998021, 0.5234000000000378, 0.6000999999996566, 0.6045999999996639, 0.6521999999999935, 0.6879999999996471, 0.8635999999996784, 0.8808999999996558, 0.9140999999999622, 0.9346000000000458, 0.970299999999952]",[0.6561999999998989],"[0.0227999999997337, 0.11539999999968131, 0.31199999999989814, 0.5234000000000378, 0.5464999999999236, 0.7294999999999163, 0.7618999999999687, 0.9269999999996799]",[0.6553999999996449],"[0.2545999999997548, 0.3597999999997228, 0.3941999999997279, 0.5070999999998094, 0.5164999999997235, 0.5382999999997082, 0.780699999999797, 0.832300000000032, 0.9140999999999622]"
68,1,P9_TenThous,"[0.456199999999626, 0.6616999999996551, 0.8396999999999935]","[0.15449999999964348, 0.28419999999960055, 0.48549999999977445, 0.5372999999999593, 0.5446999999999207, 0.6387999999997191, 0.8021999999996297, 0.8918999999996231, 0.9376999999999498, 0.9722999999999047]","[0.11869999999998981, 0.13239999999996144, 0.13979999999992287, 0.14919999999983702, 0.16480000000001382, 0.3114999999997963, 0.3390999999996893, 0.436399999999594, 0.49339999999983775, 0.729399999999714, 0.8593999999998232, 0.8713999999999942, 0.9333999999998923]",[0.7946999999999207],"[0.09939999999960492, 0.6533999999996922]",[0.07249999999976353],"[0.15839999999980137, 0.37099999999963984, 0.5488000000000284, 0.6596999999997024, 0.7279999999996107, 0.7327999999997701, 0.8028999999996813, 0.8365999999996347]"
69,1,P9_TenThous,"[0.6663999999996122, 0.8874999999998181]","[0.16889999999966676, 0.26959999999962747, 0.2749999999996362, 0.3263999999999214, 0.34069999999974243, 0.40069999999968786, 0.4663999999997941, 0.5506999999997788, 0.6687999999999192, 0.7614999999996144, 0.8002999999998792, 0.8719999999998436, 0.9520999999999731]","[0.03739999999970678, 0.06859999999960564, 0.10399999999981446, 0.16069999999990614, 0.20839999999998327, 0.2901999999999134, 0.35019999999985885, 0.3587999999999738, 0.4562999999998283, 0.7253999999998086, 0.8427999999998974, 0.8544999999999163, 0.9163999999996122]",[],"[0.3500999999996566, 0.767699999999877, 0.8335999999999331]","[0.20999999999958163, 0.5676999999996042]","[0.0024999999995998223, 0.04829999999992651, 0.053299999999580905, 0.2139999999999418, 0.5239999999998872, 0.6084999999998217, 0.6282999999998538, 0.7600999999999658, 0.793699999999717, 0.8476999999998043]"
70,0,Ctl,"[0.32799999999997453, 0.4148000000000138, 0.8231999999999289, 0.8953999999999951]","[0.008299999999962893, 0.03390000000001692, 0.03809999999998581, 0.2595999999999776, 0.36959999999999127, 0.5932000000000244, 0.6675000000000182, 0.7990999999999531, 0.8511999999999489, 0.8539999999999281, 0.86099999999999, 0.8977999999999611, 0.9050999999999476, 0.9651999999999816]","[0.005199999999945248, 0.047799999999938336, 0.211400000000026, 0.21820000000002437, 0.2718999999999596, 0.28520000000003165, 0.4093000000000302, 0.4290999999999485, 0.50649999999996, 0.519800000000032, 0.5328999999999269, 0.5589999999999691, 0.584699999999998, 0.6227000000000089, 0.6304000000000087, 0.6657000000000153, 0.7481000000000222, 0.8088999999999942, 0.9125000000000227]","[0.08299999999996999, 0.16160000000002128, 0.7346000000000004]","[0.5819999999999936, 0.6069999999999709, 0.697400000000016]",[0.16160000000002128],"[0.36369999999999436, 0.43060000000002674, 0.50649999999996, 0.8537999999999784, 0.8917000000000144]"
71,0,Ctl,"[0.16590000000007876, 0.26510000000007494, 0.31730000000015934, 0.4679000000000997, 0.6330000000001519]","[0.02200000000016189, 0.06750000000010914, 0.0825000000000955, 0.08810000000016771, 0.1044000000001688, 0.11310000000014497, 0.20780000000013388, 0.2275000000000773, 0.26070000000015625, 0.2738000000001648, 0.311800000000062, 0.3163000000000693, 0.32930000000010295, 0.3609000000001288, 0.4671000000000731, 0.6529000000001588, 0.7133000000001175, 0.9077000000000908]","[0.16060000000015862, 0.16860000000008313, 0.19230000000015934, 0.23330000000009932, 0.427300000000173, 0.45260000000007494, 0.5094000000001415, 0.551300000000083, 0.5632000000001653, 0.7556000000000722, 0.7964000000000624, 0.8598000000000638, 0.9784000000000788]","[0.4190000000000964, 0.7079000000001088]",[0.781400000000076],[],"[0.09690000000011878, 0.10580000000015843, 0.12230000000010932, 0.19640000000015334, 0.3004000000000815, 0.3161000000001195, 0.3829000000000633, 0.45250000000010004, 0.6696000000001732, 0.7745000000001028, 0.7993000000001302, 0.8762000000001535]"
72,0,Ctl,"[0.08310000000005857, 0.1488000000000511, 0.2942000000000462, 0.364400000000046, 0.4348000000001093, 0.654700000000048, 0.7328000000001111, 0.7914000000000669, 0.8485000000000582, 0.9085000000001173, 0.9639000000000806]","[0.012100000000032196, 0.027500000000031832, 0.048100000000090404, 0.24280000000010205, 0.394800000000032, 0.5335000000001173, 0.5858000000000629, 0.6294000000000324, 0.8683000000000902, 0.9235000000001037, 0.9705000000001291, 0.9962000000000444]","[0.00580000000002201, 0.02650000000005548, 0.10030000000006112, 0.1792000000000371, 0.23080000000004475, 0.2584000000000515, 0.2722000000001117, 0.3370000000001028, 0.40660000000002583, 0.5019000000000915, 0.5456000000000358, 0.5644000000000915, 0.6652000000000271, 0.755100000000084, 0.7956000000000358, 0.9212000000001126, 0.9529000000001133, 0.9769000000001142]","[0.19640000000003965, 0.9735000000000582]","[0.26660000000003947, 0.65400000000011]",[],"[0.020400000000108776, 0.10970000000008895, 0.12520000000006348, 0.1792000000000371, 0.2703000000001339, 0.3707000000000562, 0.5138000000000602, 0.5261000000000422, 0.7052000000001044, 0.7955000000000609, 0.915700000000129, 0.9201000000000477]"
73,0,Ctl,"[0.09090000000003329, 0.10960000000000036, 0.40210000000001855, 0.4758000000000493, 0.5455000000000609, 0.625, 0.7054000000000542]","[0.04600000000004911, 0.10340000000007876, 0.12779999999997926, 0.14229999999997744, 0.23270000000002256, 0.25279999999997926, 0.32770000000004984, 0.364400000000046, 0.3713999999999942, 0.5152000000000498, 0.5285999999999831, 0.5872000000000526, 0.7128000000000156, 0.7613999999999805, 0.7708000000000084, 0.8020000000000209, 0.8143999999999778, 0.8740999999999985, 0.9293999999999869]","[0.019400000000018736, 0.05740000000002965, 0.3532999999999902, 0.36810000000002674, 0.42349999999999, 0.43000000000006366, 0.467200000000048, 0.5093000000000529, 0.5652999999999793, 0.6881000000000768, 0.7171000000000731, 0.7276000000000522, 0.79200000000003, 0.9225999999999885, 0.9506999999999834, 0.9884000000000697, 0.9975000000000591]","[0.6591000000000804, 0.7508000000000266, 0.828899999999976, 0.9073000000000775]","[0.3120000000000118, 0.3224999999999909, 0.32760000000007494, 0.3724000000000842, 0.509200000000078, 0.8981999999999744]",[0.3792000000000826],"[0.12650000000007822, 0.4864000000000033, 0.5152000000000498, 0.6881000000000768, 0.7758999999999787, 0.8011999999999944, 0.83400000000006, 0.850400000000036, 0.9218000000000757, 0.9506000000000085, 0.9975000000000591]"
