,label,stimuli,S1U1,S2U1,S3U1,S3U2,S4U1,S4U2,S4U3
27,0,Ner,"[0.15059999999994034, 0.22790000000009059, 0.39200000000005275, 0.5683000000001357, 0.6422999999999774, 0.6504999999999654, 0.6727000000000771, 0.7155999999999949, 0.7400000000000091, 0.7912000000001171, 0.8842999999999392, 1.0621000000001004, 1.1032999999999902]","[0.12020000000006803, 0.1688000000001466, 0.27120000000013533, 0.30940000000009604, 0.36740000000008877, 0.4226000000001022, 0.4488000000001193, 0.45669999999995525, 0.4639999999999418, 0.5172000000000025, 0.5650000000000546, 0.6222000000000207, 0.6269999999999527, 0.6504999999999654, 0.6702000000000226, 0.6742000000001553, 0.6771000000001095, 0.6824000000001433, 0.6902000000000044, 0.7071000000000822, 0.7460000000000946, 0.7573999999999614, 0.7975000000001273, 0.8092000000001462, 0.8224999999999909, 0.876700000000028, 0.93100000000004, 0.9485999999999422, 0.9539999999999509, 0.9728000000000065, 0.985300000000052, 1.0317000000000007, 1.1213999999999942, 1.139699999999948]","[0.15170000000011896, 0.18810000000007676, 0.27700000000004366, 0.36350000000015825, 0.542699999999968, 0.5746000000001459, 0.6106999999999516, 0.6378999999999451, 0.6702999999999975, 0.6742000000001553, 0.6915000000001328, 0.7174999999999727, 0.7304000000001452, 0.7923000000000684, 0.7976000000001022, 0.92450000000008, 0.9646000000000186, 0.9713000000001557, 1.0094000000001415, 1.0651000000000295, 1.11850000000004, 1.159900000000107, 1.1691000000000713]","[0.06510000000002947, 0.2824000000000524, 0.4437000000000353, 0.615099999999984, 0.7227000000000317, 0.8386000000000422, 0.8755000000001019, 0.9611999999999625]","[0.09570000000007894, 0.2075999999999567, 0.5456000000001495, 0.5732000000000426]","[0.15059999999994034, 0.21230000000014115, 0.4692000000000007, 1.139599999999973]","[0.01999999999998181, 0.08200000000010732, 0.14530000000013388, 0.20190000000002328, 0.363399999999956, 0.5425999999999931, 0.6756000000000313, 0.8019000000001597, 0.8120000000001255, 0.9995000000001255, 1.1123000000000047, 1.1690000000000964, 1.1720000000000255]"
28,0,Ner,"[0.16190000000005966, 0.24569999999994252, 0.4148999999999887, 0.4236000000000786, 0.6782000000000608, 0.7561000000000604, 1.0930000000000746, 1.1049000000000433, 1.143199999999979, 1.184400000000096]","[0.00909999999998945, 0.042699999999967986, 0.048900000000003274, 0.13010000000008404, 0.1347000000000662, 0.2637999999999465, 0.2716000000000349, 0.328899999999976, 0.34140000000002146, 0.3864000000000942, 0.4597000000001117, 0.46620000000007167, 0.5096000000000913, 0.6199000000001433, 0.6278999999999542, 0.6367999999999938, 0.6589000000001306, 0.6643000000001393, 0.669800000000123, 0.8462999999999283, 0.947400000000016, 0.9523000000001502, 1.0155999999999494, 1.0187000000000808, 1.04300000000012, 1.0930000000000746, 1.1088999999999487, 1.1550999999999476]","[0.028299999999944703, 0.05819999999994252, 0.1069999999999709, 0.11830000000009022, 0.16610000000014224, 0.18360000000006949, 0.3691000000001168, 0.4510999999999967, 0.4837999999999738, 0.7402999999999338, 0.768100000000004, 0.807700000000068, 0.9103000000000065, 1.1042999999999665, 1.1550999999999476]","[0.24559999999996762, 0.2699000000000069, 0.36200000000008004, 0.47230000000013206, 0.6331000000000131, 0.6503000000000156, 1.071100000000115]","[0.04529999999999745, 0.08439999999995962, 0.20870000000013533, 0.4836999999999989, 0.5319999999999254, 0.9701000000000022]","[0.9016000000001441, 1.1088999999999487]","[0.04079999999999018, 0.5948000000000775, 0.6641999999999371, 0.7453000000000429]"
29,0,Ner,"[0.04870000000005348, 0.20610000000010587, 0.28320000000007894, 0.3785000000000309, 0.47410000000013497, 0.7289000000000669, 0.9009000000000924, 0.9926000000000386, 1.1799000000000888]","[0.0027000000000043656, 0.1228000000000975, 0.26700000000005275, 0.32179999999993925, 0.3266000000000986, 0.421500000000151, 0.4657999999999447, 0.5253999999999905, 0.6064000000001215, 0.65300000000002, 0.7360000000001037, 0.7541000000001077, 0.7658000000001266, 0.7706000000000586, 0.8270999999999731, 0.8509000000001379, 0.9224000000001524, 0.9360000000001492, 1.0516000000000076, 1.1424999999999272]","[0.26060000000006767, 0.3486000000000331, 0.3587999999999738, 0.4110000000000582, 0.4572000000000571, 0.5018999999999778, 0.5928000000001248, 0.6023999999999887, 0.644800000000032, 0.6549999999999727, 0.675899999999956, 0.6976999999999407, 0.7282000000000153, 0.8342000000000098, 0.9128000000000611, 1.037900000000036, 1.13350000000014]","[0.169399999999996, 0.365099999999984, 0.3913000000000011, 0.5732000000000426, 0.5959000000000287, 0.6134999999999309]","[0.2518999999999778, 0.3650000000000091]",[],"[0.015399999999999636, 0.04909999999995307, 0.3486000000000331, 0.4052000000001499, 0.4109000000000833, 0.6270999999999276, 0.658100000000104, 0.8903000000000247, 0.9643000000000939, 1.0208999999999833, 1.0844999999999345, 1.103399999999965, 1.1571000000001277]"
30,0,Ger,"[0.05999999999994543, 0.11549999999988358, 0.2717999999999847, 0.4242999999996755, 0.47169999999960055, 0.5450999999998203, 0.5729999999998654, 0.5781999999999243, 0.599699999999757, 0.6041999999997643, 0.6195999999995365, 0.6747999999997774, 0.7050999999996748, 0.923399999999674]","[0.023099999999885767, 0.07289999999966312, 0.12049999999953798, 0.13649999999961437, 0.25289999999995416, 0.5642999999995482, 0.570299999999861, 0.5753999999997177, 0.5804999999995744, 0.5998999999997068, 0.6223999999997432, 0.6461999999996806, 0.7003999999997177, 0.7117999999995845, 0.7466999999996915, 0.7760999999995875, 0.816899999999805, 0.8218999999999141, 0.8299999999999272, 0.8585999999995693, 0.8711999999995896, 0.9232999999999265, 0.9747999999999593, 1.0094999999996617, 1.0925999999999476, 1.1679999999996653]","[0.015899999999874126, 0.03949999999986176, 0.0852999999997337, 0.25759999999991123, 0.29799999999977445, 0.3312999999998283, 0.5089999999995598, 0.5261999999997897, 0.5434999999997672, 0.5570999999995365, 0.5954999999999018, 0.6746999999995751, 0.7367999999996755, 0.7739999999998872, 0.8473999999996522, 0.9593999999997322, 0.984599999999773, 1.0909999999998945, 1.1685999999999694, 1.1868999999996959]","[0.11429999999973006, 0.19789999999966312, 0.23769999999967695, 0.2764999999999418, 0.39059999999972206, 0.6145999999998821, 0.6345999999998639, 0.7093999999997322, 0.7778999999995904]","[0.12659999999959837, 0.39629999999988286, 0.5961999999999534]",[0.7622999999998683],"[0.10039999999980864, 0.11889999999993961, 0.14409999999998035, 0.15419999999994616, 0.19139999999970314, 0.5132999999996173, 0.6211999999995896, 0.6729999999997744, 0.6937999999995554, 0.7161999999998443, 0.7984999999998763, 0.9067999999997483, 0.9429999999997563, 0.9593999999997322, 0.9887999999996282]"
31,0,Ger,"[0.1046000000001186, 0.39760000000023865, 0.5403000000001157, 0.6087000000002263, 0.6550999999999476, 0.6730000000002292, 0.6898000000001048, 0.723700000000008, 0.7636999999999716, 0.7681000000002314, 0.830199999999877, 0.9344999999998436, 1.0657999999998538, 1.138800000000174]","[0.15819999999985157, 0.1752000000001317, 0.30729999999994106, 0.31510000000025684, 0.4362999999998465, 0.526299999999992, 0.585700000000088, 0.6030000000000655, 0.6575000000002547, 0.7278000000001157, 0.7417000000000371, 0.7559000000001106, 0.7627000000002226, 0.7743000000000393, 0.7820000000001528, 0.789600000000064, 0.8110999999998967, 0.8270999999999731, 0.8308000000001812, 0.8407999999999447, 0.867200000000139, 0.8755999999998494, 0.8913000000002285, 1.0183000000001812, 1.0657999999998538]","[0.04620000000022628, 0.07970000000022992, 0.10620000000017171, 0.14899999999988722, 0.1714999999999236, 0.2240999999999076, 0.3263000000001739, 0.4695999999999003, 0.598700000000008, 0.7849999999998545, 0.8206000000000131, 0.8672999999998865, 0.8735000000001492, 0.9724999999998545, 1.0808999999999287, 1.098399999999856, 1.1087999999999738, 1.1402000000002772, 1.1640999999999622, 1.194800000000214]","[0.7355999999999767, 0.7752000000000407, 0.8170000000000073]","[0.4023000000001957, 0.5084000000001652, 0.6403000000000247, 0.7644000000000233, 1.065900000000056]","[0.05920000000014625, 0.11110000000007858, 0.7919999999999163]","[0.08609999999998763, 0.10330000000021755, 0.1768000000001848, 0.570299999999861, 0.9749000000001615, 1.0378000000000611, 1.1581999999998516]"
32,0,Ger,"[0.006699999999455031, 0.5915999999997439, 0.6182999999996355, 0.6347999999998137, 0.6408999999994194, 0.6495999999997366, 0.6685999999995147, 0.6909999999998035, 0.7090999999995802, 0.725699999999506, 0.7597999999998137, 0.7723999999993794, 0.8204999999998108, 1.0438999999996668]","[0.08819999999968786, 0.13979999999946813, 0.14919999999938227, 0.24429999999938445, 0.2527999999997519, 0.2682999999997264, 0.27569999999968786, 0.35109999999940555, 0.4466999999995096, 0.5137999999997191, 0.5904999999997926, 0.6184999999995853, 0.6424999999994725, 0.6580999999996493, 0.6969999999996617, 0.711399999999685, 0.7448999999996886, 0.756699999999455, 0.7748999999994339, 0.8097999999995409, 0.8202999999994063, 0.8378999999995358, 0.8760999999994965, 0.9097999999994499, 1.089499999999589, 1.196599999999762]","[0.06279999999969732, 0.12499999999954525, 0.14499999999952706, 0.16299999999955617, 0.24009999999952925, 0.25199999999949796, 0.3044999999997344, 0.32629999999971915, 0.35699999999951615, 0.48889999999983047, 0.5256999999996879, 0.729099999999562, 0.7818999999994958, 0.8761999999996988, 1.0640999999995984]","[0.3678999999997359, 0.6016999999997097, 0.6393999999995685, 0.6429999999995744, 0.6831999999994878, 0.788499999999658]","[0.17399999999952342, 0.30439999999953216, 0.3679999999994834, 0.5246999999994841, 0.9530999999997221, 1.0917999999996937]",[0.9265999999997803],"[0.15469999999959327, 0.18299999999953798, 0.24749999999949068, 0.30969999999979336, 1.107499999999618]"
33,0,Ger,"[0.190799999999399, 0.4764999999997599, 0.580899999999474, 0.6102999999998246, 0.6133999999997286, 0.6335999999996602, 0.6401999999998225, 0.6728999999995722, 0.698399999999765, 0.7099999999995816, 1.168199999999615]","[0.13979999999946813, 0.18569999999954234, 0.20759999999972933, 0.3000999999994747, 0.3467999999998028, 0.5955999999996493, 0.6001999999994041, 0.6338999999998123, 0.655699999999797, 0.6820999999995365, 0.7093999999997322, 0.7398999999995794, 0.7474999999994907, 0.7844999999997526, 0.7876999999994041, 0.7997999999997774, 0.8244999999997162, 0.9008999999996377, 0.9734999999996035, 1.0299999999997453]","[0.02309999999943102, 0.17739999999957945, 0.18809999999939464, 0.25589999999965585, 0.3231999999998152, 0.3732999999997446, 0.4223999999994703, 0.46499999999969077, 0.7199999999997999, 0.7267999999994572, 0.7974999999996726, 0.8613999999997759, 0.8865999999998166, 0.8947999999995773, 0.9744999999998072, 1.0943999999994958, 1.100699999999506, 1.1327999999994063]","[0.5421999999994114, 0.6141999999995278, 0.8323999999997795]","[0.18809999999939464, 0.6697999999996682]","[0.448399999999765, 1.1492999999995845]","[0.08049999999957436, 0.14139999999952124, 0.19509999999945649, 0.21569999999974243, 0.2583999999997104, 0.3716999999996915, 0.4663999999997941, 0.5813999999995758, 0.6026999999994587, 0.6347999999998137, 0.6866999999997461, 0.8258999999998196, 0.9065999999997985, 1.043699999999717, 1.073099999999613, 1.1404999999995198]"
34,0,Ger,"[0.009999999999763531, 0.07869999999957145, 0.2108999999995831, 0.24409999999943466, 0.40899999999965075, 0.4907999999995809, 0.5865999999996347, 0.6140999999997803, 0.6559999999994943, 0.6952999999994063, 0.708299999999781, 0.7228999999997541, 0.7476999999994405, 0.9987999999993917]","[0.09079999999948996, 0.15229999999974098, 0.2897999999995591, 0.33399999999983265, 0.34279999999944266, 0.3592999999996209, 0.4074999999997999, 0.4825999999998203, 0.5169999999998254, 0.5946999999996478, 0.6138999999998305, 0.6242999999994936, 0.6448999999997795, 0.6588999999994485, 0.6762999999996282, 0.680899999999383, 0.6873999999997977, 0.7281999999995605, 0.7633999999998196, 0.7855999999997039, 0.8046999999996842, 0.8136999999996988, 0.8226999999997133, 0.8598999999994703, 0.8719999999993888, 0.8884999999995671, 0.9036999999993895, 0.9122999999995045, 0.9217999999996209, 1.0747999999994136, 1.1357999999995627]","[0.04159999999956199, 0.1756999999997788, 0.2494999999994434, 0.2931999999996151, 0.5260999999995875, 0.5599999999994907, 0.5830999999998312, 0.7344999999995707, 0.8210999999996602, 0.9036999999993895, 0.9390999999995984, 0.9634999999993852, 0.975699999999506, 1.0448999999994157, 1.053599999999733, 1.1752999999994245, 1.1800999999995838]","[0.62079999999969, 0.8068999999995867, 1.0146999999997206, 1.1245999999996457, 1.1446999999998297, 1.1739999999995234]",[0.2494999999994434],"[0.06349999999974898, 0.11789999999973588]","[0.04149999999981446, 0.11209999999982756, 0.37109999999938736, 0.498899999999594, 0.8252999999995154, 0.850999999999658, 0.9036999999993895, 0.9542999999994208, 1.0534999999995307, 1.1244999999994434]"
35,0,Iso,"[0.12809999999990396, 0.4158999999999651, 0.5140999999998712, 0.5574000000001433, 0.6766999999999825, 0.6970999999998639, 0.7177000000001499, 0.9634000000000924, 1.0967000000000553, 1.1608000000001084]","[0.030200000000149885, 0.14530000000013388, 0.18600000000014916, 0.18890000000010332, 0.23909999999978027, 0.25959999999986394, 0.3265000000001237, 0.33219999999982974, 0.3364000000001397, 0.5682000000001608, 0.6154000000001361, 0.6952000000001135, 0.7406999999998334, 0.8058000000000902, 0.8396999999999935, 0.8568000000000211, 0.8786999999997533, 0.8971000000001368, 0.9099999999998545, 1.065299999999752]","[0.06640000000015789, 0.0969000000000051, 0.12550000000010186, 0.25, 0.375999999999749, 0.46489999999994325, 0.48959999999988213, 0.5059999999998581, 0.5372999999999593, 0.6073999999998705, 0.8508999999999105, 0.9214999999999236, 0.9348999999997432, 0.9477000000001681, 1.0203999999998814, 1.0428000000001703, 1.080699999999979, 1.0916999999999462, 1.1233999999999469, 1.1338000000000648, 1.1579999999999018]","[0.08519999999998618, 0.4338999999999942, 0.5954000000001543, 0.7037999999997737, 0.8069000000000415, 0.8371999999999389]","[0.0005000000001018634, 0.10390000000006694, 0.7082000000000335]","[0.7406000000000859, 0.8438999999998487]","[0.023799999999937427, 0.05069999999977881, 0.21630000000004657, 0.240099999999984, 0.595600000000104, 0.764299999999821, 0.9214999999999236, 0.9670999999998457, 1.0255999999999403, 1.0898999999999432]"
36,0,Iso,"[0.6105999999999767, 0.6313999999997577, 0.6362999999996646, 0.6549999999997453, 0.6703999999999724, 0.6866999999997461, 0.7030999999997221, 0.7144999999995889, 0.7176999999996951, 0.7520999999997002, 0.8263999999999214, 0.9827999999997701, 1.0745999999999185, 1.1498999999998887]","[0.06459999999970023, 0.12579999999979918, 0.4740999999999076, 0.5611999999996442, 0.6023999999997613, 0.6110999999996238, 0.6243999999996959, 0.6591999999996005, 0.6738999999997759, 0.6921999999999571, 0.7618999999999687, 0.8523000000000138, 0.8664999999996326, 0.873899999999594, 0.8808999999996558, 1.1309999999998581, 1.1449999999999818]","[0.005699999999706051, 0.07899999999972351, 0.1036999999996624, 0.13379999999961, 0.1734999999998763, 0.20799999999962893, 0.2161999999998443, 0.23729999999977736, 0.2511999999996988, 0.36919999999963693, 0.4194999999999709, 0.45169999999961874, 0.47319999999990614, 0.6024999999999636, 0.6605999999997039, 0.6920999999997548, 0.7802999999998974, 0.8182999999999083, 0.828899999999976, 0.8810999999996056, 0.9411999999997533, 1.0222999999996318, 1.033799999999701, 1.1309999999998581, 1.1540999999997439]",[0.9935999999997875],[],"[0.41429999999991196, 0.6291999999998552]","[0.3941999999997279, 0.4193999999997686, 0.4244999999996253, 0.45069999999986976, 0.5892999999996391, 0.7853999999997541, 0.8809999999998581, 1.1730999999999767]"
37,0,Iso,"[0.06209999999964566, 0.13899999999966894, 0.5843999999997322, 0.6771999999996297, 0.7025999999996202, 0.7205999999996493, 0.7285999999994601]","[0.03419999999960055, 0.11559999999963111, 0.1701999999995678, 0.25189999999975043, 0.2955999999994674, 0.33939999999938664, 0.38029999999980646, 0.3934999999996762, 0.4448999999995067, 0.5532999999995809, 0.5934999999994943, 0.6000999999996566, 0.673099999999522, 0.6793999999995322, 0.8088999999995394, 0.8321999999998297, 0.9187999999994645, 0.9221999999995205, 0.9960999999993874, 1.116099999999733, 1.1265999999995984, 1.165299999999661]","[0.08959999999979118, 0.10379999999940992, 0.14399999999977808, 0.19549999999981083, 0.22879999999940992, 0.2490999999995438, 0.3018999999994776, 0.3564999999994143, 0.3855999999996129, 0.41919999999981883, 0.4873999999995249, 0.5100999999995111, 0.7716999999997824, 0.8235999999997148, 0.9138999999995576, 1.0361999999995533, 1.095499999999447, 1.1379999999994652, 1.1656999999995605]","[0.1602999999995518, 0.8022999999998319, 0.9118999999996049]",[0.5511999999994259],[0.3239999999996144],"[0.07209999999940919, 0.20709999999962747, 0.2571999999995569, 0.270799999999781, 0.3329999999996289, 0.8383999999996377, 1.0070999999998094, 1.0245999999997366, 1.0312999999996464, 1.120199999999386]"
38,0,Iso,"[0.15379999999959182, 0.22929999999996653, 0.523899999999685, 0.6530999999999949, 0.7248999999997068, 0.776299999999992, 0.8339999999998327, 0.8989999999998872]","[0.11149999999997817, 0.19949999999971624, 0.21959999999990032, 0.29899999999997817, 0.3029999999998836, 0.35039999999980864, 0.470299999999952, 0.5024999999995998, 0.5871999999999389, 0.5957999999995991, 0.6161999999999352, 0.6482999999998356, 0.6549999999997453, 0.6626999999998588, 0.6968999999999141, 0.7104999999996835, 0.7529999999997017, 0.7817000000000007, 0.7849999999998545, 0.7885999999998603, 0.8064999999996871, 1.0283999999996922, 1.1079999999997199, 1.163000000000011]","[0.026599999999689317, 0.10770000000002256, 0.4212999999999738, 0.4726999999998043, 0.5844999999999345, 0.5958999999998014, 0.7142999999996391, 0.8282999999996719, 0.9855999999999767]","[0.2746999999999389, 0.2928999999999178, 0.4612999999999374, 0.6255999999998494, 0.7052999999996246, 0.7493999999996959, 0.7554999999997563, 0.7700999999997293, 0.7846999999997024, 0.7903999999998632, 0.8117999999999483, 0.8357999999998356, 1.1390999999998712]",[0.4540999999999258],[0.7568999999998596],"[0.1113999999997759, 0.2403999999996813, 0.4621999999999389, 0.7052999999996246, 0.7086999999996806, 0.742399999999634, 0.8463999999999032]"
39,0,Iso,"[0.29700000000002547, 0.6204999999999927, 0.6370999999999185, 0.6810999999997875, 0.9706999999998516, 1.1137999999996282, 1.171100000000024]","[0.03719999999975698, 0.07999999999992724, 0.09919999999965512, 0.26099999999996726, 0.3027999999999338, 0.40879999999970096, 0.4382999999997992, 0.5431999999996151, 0.6377999999999702, 0.6678999999999178, 0.7243999999996049, 0.7310999999999694, 0.7417000000000371, 0.7707000000000335, 0.793999999999869, 0.928899999999885]","[0.08909999999968932, 0.11559999999963111, 0.14269999999987704, 0.17020000000002256, 0.17869999999993524, 0.22159999999985303, 0.2288999999996122, 0.23559999999997672, 0.5674999999996544, 0.6227999999996428, 0.6451999999999316, 0.704899999999725, 0.7211999999999534, 0.772899999999936, 1.0355999999997039, 1.0843999999997322, 1.172099999999773]","[0.6406999999999243, 0.6675999999997657, 0.7139999999999418, 0.7436999999999898]","[0.1679999999996653, 0.1942999999996573, 0.4574999999999818, 0.6749999999997272, 1.0842999999999847, 1.1199999999998909]",[],"[0.013699999999971624, 0.11069999999972424, 0.1619999999998072, 0.4942999999998392, 1.0885999999995875, 1.1632999999997082]"
40,0,Far,"[0.05929999999989377, 0.10570000000006985, 0.5563999999999396, 0.5740999999998166, 0.6036999999996624, 0.6365000000000691, 0.6542999999996937, 0.6695999999997184, 0.6783999999997832, 0.6859999999996944, 0.7247999999999593, 0.7448999999996886, 1.1039999999998145]","[0.08489999999983411, 0.10759999999982028, 0.15819999999985157, 0.27009999999972933, 0.3710999999998421, 0.40599999999994907, 0.44270000000005894, 0.4475999999999658, 0.47659999999996217, 0.5518999999999323, 0.6183000000000902, 0.6652999999996609, 0.6786999999999352, 0.6995999999999185, 0.7134999999998399, 0.7820999999999003, 0.7953999999999724, 0.815900000000056, 0.8369999999999891, 0.8523999999997613, 1.0812999999998283, 1.1059000000000196]","[0.060199999999895226, 0.10289999999986321, 0.23409999999967113, 0.38859999999976935, 0.4436000000000604, 0.5692999999996573, 0.5870999999997366, 0.6053999999999178, 0.6467999999999847, 0.7372999999997774, 0.7435999999997875, 0.94399999999996, 1.1129000000000815, 1.1221999999997934]","[0.2622999999998683, 0.6063999999996668, 0.6183999999998377, 0.6296999999999571, 0.6631999999999607, 0.6738000000000284, 0.6857999999997446, 0.854399999999714]","[0.12879999999995562, 0.4434999999998581, 0.9128000000000611]","[1.0727999999999156, 1.1084000000000742]","[0.2711999999996806, 0.5090000000000146, 0.7784999999998945, 0.7965999999996711, 0.9600999999997839, 1.0135000000000218, 1.025000000000091]"
41,0,Far,"[0.017299999999522697, 0.17929999999978463, 0.2729999999996835, 0.34059999999954016, 0.41469999999981155, 0.49409999999943466, 0.5840999999995802, 0.617099999999482, 0.6473999999998341, 0.7129999999997381, 0.7176999999996951, 0.7425999999995838, 0.7788999999997941, 0.8025999999995292, 1.1055999999994128]","[0.08409999999958018, 0.14719999999942956, 0.19129999999950087, 0.23419999999941865, 0.34489999999959764, 0.3961999999996806, 0.40899999999965075, 0.412199999999757, 0.5730999999996129, 0.5982999999996537, 0.6036999999996624, 0.6176999999997861, 0.6345999999994092, 0.6534999999994398, 0.6568999999994958, 0.6775999999995292, 0.7066999999997279, 0.7175999999994929, 0.7572999999997592, 0.7623999999996158, 0.7797999999997955, 0.7875999999996566, 0.7958999999996195, 0.8449999999997999, 0.8532999999997628, 0.8770999999997002, 0.9364999999997963, 1.0474999999996726, 1.0831999999995787, 1.1459999999997308, 1.1886999999996988]","[0.005099999999401916, 0.06389999999964857, 0.17439999999942302, 0.2502999999996973, 0.3489999999997053, 0.5655999999994492, 0.6022999999995591, 0.6317999999996573, 0.6774999999997817, 0.7353999999995722, 0.8066999999996369, 0.8872999999994136, 1.0312999999996464, 1.0651999999995496, 1.1545999999998457]","[0.6146999999996297, 0.6177999999995336, 0.6271999999994478, 0.642399999999725, 0.6924999999996544, 0.7320999999997184, 0.7755999999994856, 0.9989999999997963]",[],"[0.13659999999981665, 0.5232999999998356]","[0.0354999999995016, 0.05289999999968131, 0.6469999999994798, 0.7353999999995722, 0.8999999999996362, 0.9369999999994434, 1.0002999999996973, 1.065099999999802, 1.0924999999997453]"
42,0,Far,"[0.11829999999963547, 0.4195999999997184, 0.487999999999829, 0.579899999999725, 0.6176999999997861, 0.6826999999998407, 0.6926999999996042, 0.7138999999997395, 0.7296999999998661, 0.7711999999996806, 0.7773999999994885, 0.9960999999998421, 1.0602999999996428]","[0.05139999999983047, 0.20739999999977954, 0.24859999999944193, 0.3099999999994907, 0.39699999999947977, 0.520799999999781, 0.5422999999996136, 0.5536999999994805, 0.6211999999995896, 0.6408999999998741, 0.6651999999994587, 0.6946999999995569, 0.7042999999994208, 0.7124999999996362, 0.7440999999994347, 0.7910999999994601, 0.8063999999994849, 0.8405999999995402, 0.9393999999997504, 0.9720999999995001, 1.0892999999996391, 1.1059999999997672, 1.1977999999994609]","[0.04379999999946449, 0.14479999999957727, 0.20619999999962602, 0.3077999999995882, 0.36449999999967986, 0.4650999999994383, 0.677799999999479, 0.8039999999996326, 0.8090999999994892, 0.9860999999996238, 1.0263999999997395, 1.1181999999994332, 1.1312999999995554, 1.1540999999997439]",[],"[0.041099999999460124, 0.04989999999952488, 0.6004999999995562, 0.7757999999994354, 0.8959999999997308]",[0.20119999999951688],"[0.021099999999478314, 0.3477999999995518, 0.3934999999996762, 0.5187999999998283, 0.6121999999995751, 0.6975999999995111, 0.9393999999997504]"
43,0,Far,"[0.02140000000008513, 0.11310000000003129, 0.2630999999996675, 0.3348999999998341, 0.4072999999998501, 0.5344999999997526, 0.5594999999998436, 0.5692999999996573, 0.6334999999999127, 0.6637000000000626, 0.6673000000000684, 0.6943999999998596, 0.6984999999999673, 0.8049999999998363, 1.1451999999999316]","[0.07909999999992579, 0.09850000000005821, 0.15159999999968932, 0.1777999999999338, 0.3046999999996842, 0.32310000000006767, 0.37259999999969295, 0.37649999999985084, 0.3995999999997366, 0.45509999999967476, 0.5020999999997002, 0.5430999999998676, 0.5895999999997912, 0.6044999999999163, 0.6213999999999942, 0.6322999999997592, 0.6452999999996791, 0.6482999999998356, 0.6644999999998618, 0.6693000000000211, 0.6727000000000771, 0.6878999999998996, 0.7119999999999891, 0.7534999999998035, 0.767699999999877, 0.7887999999998101, 0.8215999999997621, 0.9114999999997053, 0.9708999999998014, 1.0211999999996806, 1.0282999999999447, 1.162499999999909]","[0.022399999999834108, 0.08279999999967913, 0.14619999999968059, 0.16280000000006112, 0.2264999999997599, 0.31189999999969586, 0.4802999999997155, 0.5760999999997694, 0.7633999999998196, 0.8060999999997875, 0.938499999999749, 0.9425999999998567, 0.9601999999999862, 1.048399999999674, 1.0839999999998327, 1.1145999999998821]","[0.47739999999976135, 0.5926999999996951, 0.621900000000096, 0.6345999999998639, 0.6453999999998814, 0.6484000000000378, 0.6761999999998807, 0.6817000000000917, 0.7240999999999076, 1.195299999999861]","[0.7119999999999891, 0.7222999999999047, 0.9337999999997919]","[0.3813999999997577, 0.5126000000000204, 0.7788000000000466]","[0.22640000000001237, 0.42039999999997235, 0.4735000000000582, 0.5286000000000968, 0.5895999999997912, 0.8096000000000458, 0.842200000000048, 0.9184999999997672, 1.1556000000000495, 1.1941999999999098]"
44,0,Far,"[0.06439999999975043, 0.13389999999981228, 0.29700000000002547, 0.3634999999999309, 0.5783999999998741, 0.6117999999996755, 0.6241999999997461, 0.6440999999999804, 0.6594999999997526, 0.673399999999674, 0.6954000000000633, 0.7531999999996515, 0.7648999999996704, 0.8973000000000866]","[0.05029999999987922, 0.09449999999969805, 0.28729999999995925, 0.32989999999972497, 0.46489999999994325, 0.5567999999998392, 0.5671999999999571, 0.5797999999999774, 0.6203999999997905, 0.6315999999997075, 0.642399999999725, 0.6592000000000553, 0.6705999999999221, 0.6781999999998334, 0.6862999999998465, 0.7112999999999374, 0.7312999999999192, 0.7385999999996784, 0.7474999999999454, 0.755699999999706, 0.7599999999997635, 0.7647999999999229, 0.7729999999996835, 0.7950000000000728, 0.8063999999999396, 0.9203999999999724, 1.0144999999997708, 1.0641999999998006, 1.1199999999998909, 1.1612999999997555]","[0.05510000000003856, 0.10159999999996217, 0.3442000000000007, 0.41289999999980864, 0.45719999999982974, 0.6424999999999272, 0.6660999999999149, 0.6781999999998334, 0.6925999999998567, 0.8000999999999294, 0.8287999999997737, 0.88149999999996, 0.9203999999999724, 0.9656999999997424, 1.0115000000000691, 1.0816999999997279]","[0.0872999999996864, 0.1641999999997097, 0.349699999999757, 0.5824999999999818, 0.5949999999997999, 0.5979999999999563, 0.6012999999998101, 0.6171999999996842, 0.6377999999999702, 0.6479999999996835, 0.6549999999997453, 0.6641999999997097, 0.6705999999999221, 0.7058999999999287, 0.938499999999749]","[0.40099999999983993, 0.753400000000056]","[0.7453999999997905, 0.7999999999997272, 0.889299999999821]","[0.05499999999983629, 0.11989999999968859, 0.13040000000000873, 0.2319999999999709, 0.3026999999997315, 0.30940000000009604, 0.3946000000000822, 0.5124000000000706, 0.5949000000000524, 0.601799999999912, 0.7384999999999309, 0.8067999999998392, 0.8500999999996566, 1.1154999999998836]"
