,label,stimuli,S1U1,S2U1,S2U2,S2U3,S2U4,S2U5,S3U1,S3U2,S4U1,S1U2,S1U3,S3U3
30,0,Ger,"[0.06770000000000209, 0.0927000000000362, 0.10550000000000637, 0.32380000000000564, 0.3321000000000254, 0.3572000000000344, 0.3668999999999869, 0.38060000000001537, 0.3964000000000283, 0.401299999999992, 0.4145000000000323, 0.44130000000001246, 0.46760000000000446, 0.4707000000000221, 0.477800000000002, 0.5480000000000018, 0.7339000000000055, 0.8226000000000226, 0.8407000000000266, 0.8512000000000057, 0.8616000000000099]","[0.18090000000000828, 0.23570000000000846, 0.2503000000000384, 0.34899999999998954, 0.361500000000035, 0.37280000000004065, 0.37620000000003984, 0.39170000000001437, 0.3960999999999899, 0.4030999999999949, 0.48279999999999745, 0.5337000000000103, 0.6197999999999979, 0.6786999999999921, 0.689200000000028, 0.7094999999999914, 0.8092000000000326, 0.8763999999999896]",[],[],"[0.16470000000003893, 0.16870000000000118, 0.3865000000000123, 0.4480000000000359, 0.5914000000000215, 0.6353000000000293, 0.6389000000000351, 0.6732000000000085, 0.7205000000000155, 0.725400000000036, 0.7740000000000009, 0.7789999999999964, 0.8448999999999955]","[0.3340000000000032, 0.341700000000003]",[0.07530000000002701],[],"[0.44999999999998863, 0.54849999999999, 0.7676000000000158, 0.837600000000009, 1.1321000000000367]","[0.3697999999999979, 0.9046999999999912]","[0.49260000000003856, 0.495900000000006, 0.5015999999999963, 0.5203000000000202, 0.5360000000000014, 0.541499999999985, 0.5610000000000355, 0.5832000000000335]","[0.17270000000002028, 0.18479999999999563, 0.20769999999998845, 0.22149999999999181, 0.2699000000000069, 0.29239999999998645, 0.3428000000000111, 0.35180000000002565, 0.36599999999998545, 0.4159000000000219, 0.8901000000000181]"
31,0,Ger,"[0.3710999999999558, 0.40739999999999554, 0.9633999999999787]","[0.9734999999999445, 0.9890999999999508, 1.1492999999999824]",[],[0.35129999999998063],"[0.10629999999997608, 0.18729999999999336, 0.4286999999999921, 0.7863999999999578, 0.7899999999999636, 0.8241999999999621, 0.8828999999999496, 0.9583999999999833, 1.001299999999958, 1.0516999999999825]",[],"[0.8185999999999467, 0.8316999999999553, 0.8515999999999622, 0.8743999999999801, 0.8998999999999455, 0.9296999999999684, 0.9584999999999582, 0.9631999999999721, 1.0890999999999735, 1.1943999999999733]","[0.6003999999999792, 0.7994999999999663, 0.8461999999999534, 1.1622999999999593]","[0.3418999999999528, 0.39899999999994407, 0.6595999999999549]",[],[],"[0.03829999999999245, 0.06939999999997326, 0.10609999999996944, 0.35129999999998063, 0.5960999999999785, 0.6329999999999814]"
32,0,Ger,"[0.054199999999980264, 0.1998999999999569, 0.5376999999999725, 0.5428999999999746, 0.5919999999999845, 0.6990999999999872, 0.7022999999999797]","[0.08139999999997372, 0.14339999999998554, 0.25799999999998136, 0.47079999999994016, 0.8566999999999894, 0.8809999999999718, 0.8867999999999938, 0.9180999999999813, 0.9926999999999566]","[0.25509999999997035, 0.27219999999994116, 0.3113999999999919]",[],"[0.016999999999995907, 0.20499999999998408, 0.6826999999999543, 0.7078999999999951, 0.7182999999999424, 0.7316999999999894, 0.7446999999999662, 0.7506999999999948, 0.7557999999999652, 0.7703999999999951, 0.7792999999999779, 0.7931999999999562, 0.8129999999999882, 0.8272999999999797, 0.839999999999975, 0.8651999999999589, 0.8955999999999449, 0.9213999999999487, 0.9662999999999897, 1.031599999999969]","[0.31529999999997926, 0.3383999999999787, 0.35159999999996217]","[0.7302999999999429, 0.7557999999999652, 0.7732999999999493, 0.9754999999999541, 1.0608999999999469]","[0.5178999999999405, 0.5683999999999401, 0.5924999999999727, 0.599899999999991, 0.60349999999994, 0.744199999999978, 0.7887999999999806, 0.8108999999999469, 0.8184999999999718, 0.8335999999999899, 0.863399999999956, 0.9336999999999875, 0.9563999999999737]","[0.09249999999997272, 1.0567999999999529]","[0.25519999999994525, 0.27219999999994116, 0.2775999999999499, 0.3114999999999668]","[0.10809999999997899, 0.15109999999998536, 0.8083999999999492, 0.8344999999999914, 0.8438999999999623, 0.8619999999999663, 0.8669999999999618, 0.8797999999999888, 0.8839999999999577, 0.8972999999999729, 0.9244999999999663]","[0.19369999999997844, 0.22999999999996135, 0.23749999999995453, 0.24989999999996826, 0.2792999999999779, 0.7836999999999534, 0.8833999999999946]"
33,0,Ger,"[0.06509999999997262, 0.6938999999999851, 0.702199999999948, 0.7201999999999771, 0.7583999999999946, 0.8105999999999653, 0.8254999999999768, 0.8324999999999818, 0.8828999999999496, 0.9140999999999622]","[0.39869999999996253, 0.4441999999999666, 0.6053999999999746]",[],[],"[0.25509999999997035, 0.349399999999946, 0.36839999999995143, 0.3919999999999959, 0.5987999999999829, 0.6223999999999705, 0.6276999999999475, 0.6658999999999651, 0.7339999999999804, 0.7408999999999537, 0.7747999999999706, 0.8000999999999863, 0.8164999999999623, 0.8613999999999464, 0.9350999999999772, 0.9580999999999449, 1.116299999999967]",[],"[0.8438999999999623, 0.8601999999999634, 0.8763999999999896, 0.9211999999999421, 1.0539999999999736, 1.129199999999969]","[0.9016999999999484, 0.9583999999999833]",[0.8334999999999582],[0.8955999999999449],"[0.44729999999998427, 0.5850999999999544, 0.5915999999999713, 0.5991999999999962, 0.6029999999999518, 0.6204999999999927, 0.6350999999999658, 0.6458999999999833, 0.6511999999999603, 0.6575999999999453, 0.6786999999999921, 0.6891999999999712]","[0.5497999999999479, 0.6318999999999733, 0.7770999999999617, 0.8675999999999817]"
34,0,Ger,"[0.0807999999999538, 0.09529999999995198, 0.13539999999994734, 1.141999999999996, 1.1780999999999722, 1.1922999999999888]","[0.024799999999970623, 0.231899999999996, 0.24239999999997508, 0.38149999999996, 0.6841999999999757, 0.7054999999999723, 0.7672999999999774, 0.9006999999999721, 0.9887999999999693, 1.0178999999999405, 1.1789999999999736, 1.1867999999999483]",[],[],"[0.12559999999996307, 0.13829999999995835, 0.1805999999999699, 0.20899999999994634, 0.3190999999999917, 0.33279999999996335, 0.5984999999999445, 0.6407999999999561, 0.7207999999999402, 0.7915999999999599, 0.8269999999999413, 0.8743999999999801, 0.9712999999999852, 1.1471999999999412, 1.1755999999999744]",[],[],[0.18709999999998672],"[0.41149999999998954, 0.6841999999999757, 1.0603999999999587, 1.1149999999999523]",[],"[0.6710999999999672, 0.6762999999999693, 0.726099999999974, 0.7294999999999732]",[0.0666999999999689]
35,0,Iso,"[0.448399999999765, 0.9990999999995438, 1.020799999999781, 1.1726999999996224]",[0.7865999999994528],[],[],"[0.3627999999998792, 0.5919999999996435, 0.6890999999995984, 0.7320999999997184]",[],[0.5793999999996231],"[0.43449999999984357, 0.4440999999997075, 0.531699999999546]","[0.1766999999995278, 0.6004999999995562]","[0.5104999999998654, 1.1657999999997628]","[0.2731999999996333, 0.37099999999963984, 0.37639999999964857, 0.4521999999997206, 0.5375999999996566]","[0.17529999999987922, 0.300499999999829, 0.42939999999953216, 0.7072999999995773, 0.7182999999995445, 0.7864999999997053]"
36,0,Iso,"[0.1540999999997439, 0.17610000000013315, 0.2939000000001215, 0.4677999999998974, 0.5295999999998457, 0.5740999999998166, 0.6147999999998319, 0.6214999999997417, 0.6351999999997133, 0.643500000000131, 0.6770999999998821, 0.7649000000001251]","[0.40000000000009095, 0.4068999999999505, 0.4928999999997359, 0.5028999999999542, 0.6015999999999622, 0.6201000000000931, 0.6451999999999316, 0.6770000000001346, 0.7492999999999483, 0.8508999999999105]",[0.7239999999997053],[],"[0.03919999999970969, 0.4099999999998545, 0.5787999999997737, 0.6608999999998559, 0.6671999999998661, 0.7076999999999316, 0.7195999999999003, 0.7463999999999942, 0.7732999999998356, 1.0214000000000851]",[],"[0.48680000000013024, 0.7617000000000189, 0.7782999999999447]",[],"[0.2907000000000153, 0.8964999999998327]","[0.4946999999997388, 0.7240999999999076]","[0.09069999999974243, 0.4373000000000502, 0.46410000000014406, 0.6404999999999745]",[]
37,0,Iso,"[0.14659999999958018, 0.20429999999987558, 0.2100999999997839, 0.6561999999998989, 0.6839999999997417, 0.8304999999995744]","[0.13759999999956563, 0.5761999999995169, 0.6838999999995394, 0.7300999999997657, 0.7606999999998152, 0.775199999999586, 0.7906999999995605, 0.7986999999998261]",[0.49339999999983775],"[0.4521999999997206, 0.7064999999997781]","[0.047899999999572174, 0.3171999999995023, 0.5991999999996551, 0.668699999999717, 0.714799999999741, 0.7427999999995336, 0.8528999999998632]",[],"[0.01139999999986685, 0.685099999999693, 0.7319999999995161, 0.8010999999996784, 0.8852999999999156, 1.0552999999995336]","[0.023299999999835563, 0.0284999999998945, 0.13109999999960564]",[0.5758999999998196],"[0.49349999999958527, 0.7237999999997555, 0.7320999999997184]","[0.18299999999953798, 0.21589999999969223, 0.30199999999967986, 0.3166999999998552, 0.33199999999987995, 0.40049999999973807, 0.4177999999997155, 0.5686999999998079, 0.5873999999998887, 0.5973999999996522, 0.6024999999995089, 0.6294999999995525, 0.6909999999998035, 0.6976999999997133, 0.7093999999997322]","[0.00019999999949504854, 0.3154999999997017, 0.7281999999995605]"
38,0,Iso,"[0.24359999999978754, 0.2670999999995729, 0.6761999999994259, 0.6827999999995882, 1.167899999999463, 1.1870999999996457]","[0.21349999999983993, 0.22349999999960346, 0.24049999999942884, 0.25409999999965294, 0.25969999999961146, 0.2628999999997177, 0.3150999999998021, 0.32769999999982247, 0.33839999999963766, 0.4270999999994274, 0.4765999999995074, 0.5935999999996966, 0.6130999999995765, 0.6405999999997221, 0.6860999999994419, 0.7155999999995402, 0.7416999999995824, 0.944999999999709, 0.9523999999996704, 1.023899999999685, 1.055199999999786, 1.0670999999997548, 1.0724999999997635, 1.112199999999575, 1.1206999999994878, 1.1477999999997337]",[0.7538999999997031],"[0.6086999999997715, 0.6827999999995882, 0.9183999999995649, 1.0095999999994092, 1.1032999999997628, 1.1333999999997104]","[0.13779999999951542, 0.1582999999995991, 0.17979999999943175, 0.26679999999942083, 0.8499999999994543, 0.9054999999998472, 1.0163999999995212]","[0.28779999999960637, 0.598899999999503, 0.617399999999634, 0.6444999999994252, 0.6583999999998014, 0.7622999999994136, 0.8171999999995023, 0.8880999999996675, 0.9856999999997242]",[],[],[1.197599999999511],[],"[0.03419999999960055, 0.07199999999966167, 0.10189999999965949, 0.10579999999981737, 0.11269999999967695, 0.13839999999981956, 0.1477999999997337, 0.1519999999995889, 0.17909999999983484, 0.1940999999997075, 0.20619999999962602, 0.22199999999975262, 0.25809999999955835, 0.2709999999997308, 0.309299999999439, 0.3263999999994667, 0.35039999999980864, 0.3938999999995758, 0.41299999999955617, 0.4444999999996071, 0.4565999999995256, 0.49589999999943757, 0.5032999999998538, 0.5162999999997737, 0.523899999999685, 0.5374999999994543, 0.5511999999994259, 0.5782999999996719]","[0.29029999999966094, 0.4331999999994878, 0.44599999999945794]"
39,0,Iso,"[0.06379999999990105, 0.0694999999996071, 0.5423999999998159, 0.8323999999997795]","[0.14299999999957436, 0.8163999999997031]",[],[],"[0.38899999999966894, 0.41139999999950305, 0.5458999999996195, 0.7668999999996231, 0.7868999999996049, 1.0741999999995642]","[0.7167999999996937, 0.7284999999997126]",[0.8310999999998785],"[0.33539999999993597, 0.7882999999997082]","[0.363999999999578, 0.8161999999997533, 0.8320999999996275]",[],"[0.1477999999997337, 0.22559999999975844, 0.22989999999981592, 0.2523999999998523, 0.31759999999985666, 0.3348999999998341, 0.43769999999949505]","[0.7623999999996158, 0.7736999999997352, 0.8049999999998363, 0.8175999999998567, 0.8754999999996471]"
40,0,Far,"[0.008500000000140062, 0.2935000000002219, 0.29740000000015243, 0.3069000000000415, 0.5903000000000702, 0.6117000000001553, 1.0562000000002172, 1.084100000000035]","[0.031400000000076034, 0.08820000000014261, 0.11880000000019209, 0.3101000000001477, 0.3243000000002212, 0.32890000000020336, 0.33890000000019427, 0.3809000000001106, 0.4255000000000564, 0.8523000000000138, 0.9667000000001735, 1.0049000000001342, 1.019900000000007, 1.0289000000000215, 1.0622000000000753]",[0.4818000000000211],[],"[0.0805000000000291, 0.08340000000021064, 0.27330000000006294, 0.39780000000018845, 0.6011000000000877, 0.7222000000001572, 0.7524000000000797, 0.7827000000002045, 1.0339000000001306, 1.0522000000000844, 1.1296000000002095, 1.1566000000000258]","[0.8779000000001815, 0.8946000000000822]","[0.08350000000018554, 0.3303000000000793, 0.3549000000000433, 0.4466000000002168, 0.5748000000000957, 1.0128000000001975, 1.1880000000001019]","[0.32310000000006767, 0.33520000000021355, 0.34970000000021173, 0.3604000000000269, 0.5042000000000826, 0.5097000000000662]",[0.25280000000020664],"[0.48190000000022337, 1.0528000000001612]","[0.7639000000001488, 0.7678000000000793, 0.7707000000000335, 0.8091000000001713, 0.8412000000000717, 0.8708000000001448, 1.0067000000001372, 1.0169000000000779, 1.024900000000116, 1.033200000000079, 1.1115000000002055, 1.126800000000003]","[0.36770000000001346, 0.3966000000000349, 0.4046000000000731, 0.41390000000001237, 0.48090000000001965, 0.4978000000000975, 1.027900000000045]"
41,0,Far,"[0.051099999999905776, 0.07019999999988613, 0.7019000000000233, 0.7929999999998927, 0.8112999999998465, 0.8154999999999291, 0.81899999999996, 0.8356999999998607, 0.8413000000000466, 0.9032999999999447, 0.9130000000000109]","[0.006899999999859574, 0.06219999999984793, 0.10050000000001091, 0.4332999999999174, 0.43849999999997635, 0.4558999999999287, 0.479799999999841, 0.48709999999982756, 0.514299999999821, 0.5619999999998981, 0.5688999999999851, 0.5874999999998636, 0.6029999999998381, 0.6414999999999509, 0.685399999999845, 0.7961999999999989, 0.8109999999999218, 0.8171999999999571, 0.8592999999998483]",[],[0.6717999999998483],"[0.09469999999987522, 0.4195999999999458, 0.8451999999999771, 0.9542999999998756, 1.068599999999833]","[0.13199999999983447, 0.13979999999992287, 0.14909999999986212, 0.17210000000000036, 0.6657000000000153, 0.7037000000000262]",[0.7464999999999691],"[0.11329999999998108, 0.12019999999984066]",[0.34410000000002583],[0.08159999999998035],[],"[0.16480000000001382, 0.7137000000000171, 0.7295999999998912, 0.7364999999999782]"
42,0,Far,"[0.11609999999996035, 0.2255999999999858, 0.25319999999987886, 0.3088000000000193, 0.3489999999999327, 0.3734999999999218, 0.3966000000000349, 0.4057000000000244, 0.44239999999990687, 0.4578999999998814, 0.47069999999985157, 0.47710000000006403, 0.5334000000000287, 0.626399999999876, 0.6352999999999156, 0.6815999999998894, 0.690599999999904, 0.706899999999905, 0.7672000000000025]",[],"[0.6186999999999898, 0.6459999999999582]","[0.6579999999999018, 0.7426000000000386]","[0.03099999999994907, 0.1353999999998905, 0.16650000000004184, 0.26509999999984757, 0.3787999999999556, 0.3933999999999287, 0.39809999999988577, 0.5572999999999411, 0.757799999999861, 0.7695999999998548, 0.9237000000000535]",[],[],"[0.0018000000000029104, 0.13859999999999673, 0.18319999999994252, 0.22509999999988395]",[],"[0.6187999999999647, 0.6460999999999331]",[],"[0.31790000000000873, 0.49329999999986285, 0.5887000000000171, 0.6814999999999145, 0.89449999999988, 1.0435999999999694]"
43,0,Far,"[0.013099999999894862, 0.025699999999915235, 0.13819999999986976, 0.16249999999990905, 0.1880999999998494, 0.1993999999999687, 0.21749999999997272, 0.24939999999992324, 0.27150000000006, 0.4071999999998752, 0.42010000000004766, 0.4238000000000284, 0.4412999999999556, 0.4522999999999229, 0.49129999999991014, 0.7072000000000571, 0.7158999999999196, 0.731499999999869, 0.7644999999999982, 0.7785999999998694, 0.8550000000000182]","[0.04690000000005057, 0.06529999999997926, 0.10159999999996217, 0.12959999999998217, 0.1895999999999276, 0.20419999999990068, 0.20709999999985484, 0.21939999999995052, 0.2401999999999589, 0.2682999999999538, 0.2945999999999458, 0.30989999999997053, 0.3325999999999567, 0.34590000000002874, 0.3532000000000153, 0.3588999999999487, 0.3737999999998465, 0.38999999999987267, 0.42399999999997817, 0.4596999999998843, 0.5032999999998538, 0.509499999999889, 0.6015999999999622, 0.7476999999998952, 0.7828999999999269, 0.8240000000000691, 0.9075000000000273]",[],[],"[0.16899999999986903, 0.17269999999984975, 0.20129999999994652, 0.23469999999997526, 0.2562000000000353, 0.28089999999997417, 0.3766000000000531, 0.5301999999999225, 0.5834999999999582, 0.6082999999998719, 0.6860999999998967, 0.6947999999999865, 0.7618999999999687, 0.8288000000000011, 0.856499999999869, 0.8703000000000429, 0.9414999999999054, 0.9542999999998756]","[0.6452999999999065, 0.6540999999999713, 0.7109000000000378]","[0.861699999999928, 0.8771999999999025]","[0.06430000000000291, 0.06759999999985666, 0.5150999999998476, 0.6046999999998661, 0.7341999999998734, 0.8314000000000306, 1.0890999999999167, 1.0996000000000095, 1.1079999999999472, 1.1113000000000284, 1.1184000000000651, 1.15300000000002, 1.1860999999998967]","[0.6613999999999578, 0.759499999999889, 0.792699999999968]",[0.5915999999999713],"[0.5237999999999374, 0.5300999999999476]","[0.23669999999992797, 0.2582999999999629, 0.7511999999999261]"
44,0,Far,"[0.24710000000004584, 0.2521999999999025, 0.2561000000000604, 0.26909999999998035, 0.2878000000000611, 0.2925000000000182, 0.35390000000006694, 0.37030000000004293, 0.3769999999999527, 0.43889999999987594, 0.5093999999999141, 0.5331999999998516, 0.5512999999998556, 0.6052999999999429]","[0.07379999999989195, 0.6295000000000073]","[0.5855999999998858, 0.6144999999999072]",[],"[0.3450000000000273, 0.5369000000000597, 0.6884000000000015, 0.7132999999998901, 0.7342999999998483, 0.8406999999999698]",[],"[0.48080000000004475, 0.5852999999999611, 0.6513999999999669]",[],"[0.34209999999984575, 0.5039999999999054]","[0.5858000000000629, 0.6145999999998821, 0.634900000000016]",[],[0.6295000000000073]
45,1,DatExt,"[0.20529999999985193, 0.21069999999986067, 0.2139999999999418, 0.22939999999994143, 0.3272999999999229, 0.44679999999993925, 0.725099999999884]","[0.13639999999986685, 0.15439999999989595, 0.6524999999999181, 0.7062999999998283, 0.7527999999999793, 0.8321999999998297, 0.8516999999999371, 0.917699999999968, 0.9205999999999221, 0.9379999999998745, 0.9901999999999589, 1.0337999999999283, 1.1661999999998898, 1.1989999999998417]",[],[0.568599999999833],"[0.02719999999999345, 0.16579999999999018, 0.4157000000000153, 0.5353999999999814, 0.5791999999999007, 0.5845999999999094, 0.5938999999998487, 0.6398999999998978, 0.6997999999998683, 0.7219000000000051, 0.747899999999845, 0.7690000000000055, 0.7750999999998385, 0.7980000000000018, 0.8010999999999058, 0.8278000000000247, 0.9297999999998865, 0.9736000000000331, 1.134800000000041, 1.1535999999998694]","[0.42629999999985557, 0.4453999999998359, 0.46489999999994325, 0.6105000000000018, 0.6554999999998472, 0.6586999999999534, 0.6819000000000415]","[0.010599999999840293, 0.044999999999845386, 0.2727999999999611, 0.8253999999999451]","[0.02769999999986794, 0.03520000000003165, 0.07579999999984466, 0.12779999999997926, 0.14289999999982683, 0.15249999999991815, 0.1713999999999487, 0.23569999999995161, 0.9648999999999432, 0.9742999999998574, 0.9827999999999975, 0.9856999999999516, 1.0172999999999774, 1.0400999999999385, 1.054399999999987, 1.06679999999983]","[0.1251999999999498, 0.1635999999998603, 0.7213999999999032]",[0.3084999999998672],"[0.0036999999999807187, 0.009399999999914144, 0.02659999999991669, 0.03890000000001237, 0.04349999999999454, 0.049999999999954525, 0.0828999999998814, 0.09140000000002146, 0.2501999999999498, 0.26959999999985484, 0.5583999999998923, 0.5676999999998316, 0.5944999999999254, 0.6110999999998512, 0.6722999999999502, 0.6855000000000473, 0.6923999999999069, 0.7205999999998767, 0.7344000000000506, 0.7626999999999953, 0.7663000000000011, 0.8555999999998676]","[0.03929999999991196, 0.1636999999998352, 0.36199999999985266, 0.41390000000001237, 0.43059999999991305, 0.7309000000000196, 1.0338999999999032]"
46,1,DatExt,"[0.11180000000013024, 0.12350000000014916, 0.13320000000021537, 0.15830000000005384, 0.4033000000001721, 0.8298000000002048, 0.8631000000000313]","[0.13990000000012515, 0.21580000000017208, 0.4692000000002281, 0.6734000000001288, 0.686100000000124, 0.776700000000119, 0.781400000000076, 0.8458000000000538, 0.8614000000002306, 0.8804000000002361, 0.8846000000000913, 0.888300000000072]",[],"[0.27670000000011896, 0.6233000000001994]","[0.04120000000011714, 0.1669000000001688, 0.23480000000017753, 0.3830000000000382, 0.6574000000000524, 0.6974000000002434, 0.7057000000002063, 0.7535000000000309, 0.7592000000001917, 0.7660000000000764, 0.8382000000001426, 0.842200000000048, 0.877100000000155, 0.900000000000091, 0.9038000000000466, 0.9486000000001695, 0.9998000000000502, 1.0460000000000491, 1.0502000000001317, 1.0568000000000666]","[0.15310000000022228, 0.2212000000001808, 0.29740000000015243, 0.30490000000008877, 0.6893000000002303]","[0.6934000000001106, 0.7697000000000571, 0.9135000000001128, 0.9507000000000971, 0.9735000000000582, 1.0156000000001768, 1.0277000000000953, 1.04520000000025, 1.0894000000000688, 1.1450000000002092]","[0.7377000000001317, 0.7956000000001495, 0.8082000000001699, 0.8174000000001342, 0.8348000000000866, 0.8528000000001157, 0.9368000000001757, 0.9557000000002063, 0.9702000000002045, 0.9824000000000979, 0.9876000000001568, 0.9924000000000888, 1.034800000000132, 1.0627000000001772, 1.069400000000087, 1.0782000000001517, 1.1178000000002157, 1.1561000000001513]",[],[0.7510000000002037],"[0.06210000000010041, 0.06920000000013715]","[0.16430000000013933, 0.17080000000009932, 0.8270000000002256, 0.8614000000002306, 0.9205000000001746, 0.9639000000001943]"
47,1,DatExt,"[0.03989999999998872, 0.0988999999999578, 0.5117999999999938, 0.8878999999999451]","[0.03459999999995489, 0.6647000000000389, 0.6881999999998243, 0.6992999999999938, 0.7037000000000262, 0.7111999999999625, 0.8264999999998963, 0.8596999999999753, 0.9295999999999367, 1.1484000000000378]",[],[0.7192999999999756],"[0.05279999999993379, 0.08330000000000837, 0.12999999999988177, 0.463799999999992, 0.6194000000000415, 0.626399999999876, 0.6603999999999814, 0.6795999999999367, 0.6943999999998596, 0.7382000000000062, 0.7748999999998887, 0.7779000000000451, 0.848700000000008, 0.8642999999999574, 0.8798999999999069, 0.8932999999999538, 0.8998999999998887, 0.907399999999825, 0.9528000000000247, 0.9942999999998392, 1.0253000000000156, 1.0691999999999098, 1.086999999999989]",[],"[0.22810000000004038, 0.6488999999999123, 0.6613999999999578, 0.6736999999998261, 0.6874000000000251, 0.7002999999999702, 0.7164000000000215, 0.7231999999999061, 0.7626999999999953, 0.7885999999998603, 0.848700000000008, 0.9462999999998374, 1.0902999999998428]","[0.2074999999999818, 0.21709999999984575, 0.24759999999992033, 0.6240000000000236, 0.6322999999999865, 0.6398999999998978, 0.6910000000000309, 0.748299999999972, 0.7527000000000044, 0.8253999999999451, 0.8678999999999633, 0.9122999999999593, 0.9236999999998261, 1.0416000000000167, 1.111199999999826, 1.1337999999998374, 1.13799999999992, 1.1488999999999123]","[0.10770000000002256, 0.2539999999999054, 0.49339999999983775, 0.6898999999998523, 0.796100000000024]",[],"[0.011700000000018917, 0.04859999999985121, 0.2621999999998934, 0.4755000000000109, 0.5272999999999683, 0.7445000000000164, 0.7835999999999785]","[0.10770000000002256, 0.45079999999984466, 0.49339999999983775, 0.5069999999998345, 0.6959999999999127, 0.7405999999998585, 0.8931999999999789, 1.030999999999949]"
48,1,DatExt,"[0.18370000000004438, 0.28909999999996217, 0.3311999999998534, 0.3773999999998523, 0.4157999999999902, 0.715099999999893, 0.7188999999998487, 1.0838999999998578, 1.1110999999998512]","[0.46289999999999054, 0.5981999999999061, 0.6750999999999294, 0.6920000000000073, 0.7028000000000247, 0.7101999999999862, 0.7420999999999367, 0.7490000000000236, 0.8024000000000342, 0.8337999999998829, 0.8687999999999647, 0.9701999999999771, 1.1463999999998578]",[],[],"[0.1775000000000091, 0.2966999999998734, 0.5565999999998894, 0.6645999999998367, 0.6817999999998392, 0.6995999999999185, 0.716899999999896, 0.7231999999999061, 0.7346999999999753, 0.7387999999998556, 0.7462000000000444, 0.7655999999999494, 0.8084999999998672, 0.8170999999999822, 0.9004999999999654, 1.0027999999999793, 1.0465999999998985, 1.1123999999999796, 1.143000000000029, 1.1714999999999236, 1.1784999999999854, 1.1826999999998407]",[0.05399999999985994],"[0.13779999999997017, 0.7230999999999312, 0.7885999999998603, 0.8845999999998639, 0.9269999999999072, 1.01299999999992, 1.0203999999998814, 1.0355999999999312, 1.0458999999998468, 1.146199999999908]","[0.2780999999999949, 0.8297000000000025, 0.8442999999999756, 0.848299999999881, 0.8739000000000487, 1.0674999999998818, 1.0895000000000437, 1.0937999999998738, 1.1105000000000018, 1.1433999999999287]","[0.2159999999998945, 0.5993999999998323, 0.6042999999999665, 0.6143999999999323]",[],"[0.05279999999993379, 0.6770999999998821, 0.6838999999999942, 0.754799999999932]","[0.6944999999998345, 0.7429999999999382]"
49,1,DatExt,"[0.19879999999989195, 0.2644999999999982, 0.32600000000002183, 0.3426999999999225, 0.45640000000003056, 0.511199999999917, 0.5445999999999458, 0.6177000000000135, 0.659099999999853, 0.6621999999999844, 0.674199999999928, 0.7178999999998723, 0.8320999999998548]","[0.16419999999993706, 0.314200000000028, 0.34989999999993415, 0.42689999999993233, 0.6357000000000426, 0.6540999999999713, 0.6679999999998927, 0.6775000000000091, 0.6862999999998465, 0.6911000000000058, 0.7205999999998767, 0.7535000000000309, 0.7587999999998374, 0.7898999999999887, 0.8048999999998614, 0.8193999999998596, 0.82549999999992, 0.8360999999999876, 0.849999999999909, 0.8959999999999582, 0.9373000000000502]",[],[0.6177000000000135],"[0.1268999999999778, 0.5467999999998483, 0.5956999999998516, 0.6243999999999232, 0.7007999999998447, 0.7167999999999211, 0.7344000000000506, 0.76949999999988, 0.8146999999999025, 0.8428999999998723, 0.9051999999999225, 0.9249999999999545, 0.9320000000000164, 1.0048999999999069, 1.0534999999999854, 1.1527999999998428]","[0.31780000000003383, 0.34149999999999636, 0.36189999999987776, 0.4298999999998614]","[0.6312000000000353, 0.6576000000000022, 0.6797999999998865, 0.733600000000024, 0.8127999999999247, 0.9583000000000084]","[0.697400000000016, 0.7571000000000367, 0.789299999999912, 0.7931999999998425, 0.7989999999999782, 0.9042999999999211, 0.9148999999999887, 1.011700000000019, 1.1482999999998356, 1.1598999999998796, 1.167699999999968]",[],[],"[0.3636999999998807, 0.3869999999999436, 0.39419999999995525, 0.6453999999998814, 0.7100000000000364]","[0.5398999999999887, 0.6206999999999425, 0.6404999999999745, 0.6468999999999596, 0.6732999999999265, 0.719899999999825, 0.7798000000000229, 0.8502999999998337, 0.966899999999896]"
